parcel_id,village,district,taluk,digital_block_no,survey_no,subdivision_no,parcel_area_sq_m,parcel_area_ha,land_use,centroid_latitude,centroid_longitude,elevation_m,slope_degree,rainfall_24h_mm,rainfall_7day_mm,flood_depth_m,flood_probability,landslide_probability,distance_to_river_m,distance_to_road_m,population_density_per_sq_km,building_density,soil_moisture_index,risk_score,risk_level,risk_rank_within_village,relocation_screening,recommended_action,hazard_screening_basis,cadastral_status,geometry_status,property_boundary_status,data_status,official_cadastral_boundary,usable_for_prototype,usable_as_legal_land_record
DEMO-01-0042,Achooranam,Wayanad,Vythiri,DEMO-01-17,DEMO-01/440,5,948.3,0.0948,Plantation,11.5552359,76.0494681,1098.2,30.9,156.7,282.2,0.35,0.552,0.452,333.5,352.7,382.9,0.454,0.726,50.0,HIGH,174,NOT_RECOMMENDED_UNDER_DEMO_MODEL,High caution / prioritize mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0043,Achooranam,Wayanad,Vythiri,DEMO-01-15,DEMO-01/318,8,6583.3,0.6583,Agriculture,11.5549805,76.0506706,970.9,33.4,149.1,434.0,0.14,0.109,0.749,1032.3,508.1,655.2,0.6,0.251,51.4,HIGH,186,NOT_RECOMMENDED_UNDER_DEMO_MODEL,High caution / prioritize mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0044,Achooranam,Wayanad,Vythiri,DEMO-01-13,DEMO-01/804,4,6537.3,0.6537,Residential,11.5549981,76.0519257,1157.4,24.7,77.4,557.4,0.19,0.33,0.56,1856.4,111.4,107.9,0.564,0.845,38.2,MEDIUM,75,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0045,Achooranam,Wayanad,Vythiri,DEMO-01-12,DEMO-01/237,7,4608.9,0.4609,Forest-fringe,11.5549084,76.0528862,1236.3,32.1,58.8,430.9,0.01,0.12,0.617,1382.6,381.3,587.5,0.421,0.6,38.3,MEDIUM,78,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0046,Achooranam,Wayanad,Vythiri,DEMO-01-09,DEMO-01/251,5,7637.8,0.7638,Mixed,11.5551433,76.0540949,1223.7,11.5,127.8,283.4,0.97,0.592,0.449,1527.7,501.1,1071.6,0.377,0.278,44.3,MEDIUM,134,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0047,Achooranam,Wayanad,Vythiri,DEMO-01-04,DEMO-01/967,1,6156.8,0.6157,Plantation,11.5552078,76.055191,788.3,27.2,203.3,427.8,0.41,0.506,0.669,2195.2,221.1,1292.3,0.581,0.575,58.2,HIGH,227,NOT_RECOMMENDED_UNDER_DEMO_MODEL,High caution / prioritize mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0048,Achooranam,Wayanad,Vythiri,DEMO-01-04,DEMO-01/40,5,3888.0,0.3888,Residential,11.555097,76.0566384,1039.0,31.8,154.6,603.1,0.47,0.045,0.585,2213.9,456.7,1077.6,0.162,0.839,44.6,MEDIUM,137,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0049,Achooranam,Wayanad,Vythiri,DEMO-01-05,DEMO-01/683,8,7435.9,0.7436,Residential,11.5550374,76.0575161,1252.8,30.9,183.0,567.1,0.45,0.485,0.709,2340.4,748.7,1250.3,0.58,0.355,55.9,HIGH,217,NOT_RECOMMENDED_UNDER_DEMO_MODEL,High caution / prioritize mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0050,Achooranam,Wayanad,Vythiri,DEMO-01-17,DEMO-01/254,2,3387.1,0.3387,Plantation,11.5551028,76.058716,824.0,14.6,101.4,430.7,0.52,0.495,0.452,2129.3,185.3,1045.7,0.215,0.316,40.5,MEDIUM,98,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0051,Achooranam,Wayanad,Vythiri,DEMO-01-13,DEMO-01/752,4,1795.6,0.1796,Plantation,11.556284,76.0313038,1279.0,11.7,68.0,596.8,0.66,0.643,0.346,1315.9,519.9,901.9,0.218,0.406,36.0,MEDIUM,49,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0052,Achooranam,Wayanad,Vythiri,DEMO-01-01,DEMO-01/991,7,3409.9,0.341,Residential,11.5562179,76.0323595,829.4,17.1,188.2,599.0,0.82,0.422,0.384,766.1,664.7,1613.9,0.49,0.769,51.2,HIGH,185,NOT_RECOMMENDED_UNDER_DEMO_MODEL,High caution / prioritize mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0053,Achooranam,Wayanad,Vythiri,DEMO-01-17,DEMO-01/638,8,3839.3,0.3839,Plantation,11.5564675,76.03378,816.6,22.2,69.4,595.1,0.6,0.33,0.336,1472.6,1063.1,412.1,0.456,0.307,36.9,MEDIUM,58,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0054,Achooranam,Wayanad,Vythiri,DEMO-01-19,DEMO-01/655,8,4209.7,0.421,Plantation,11.5563402,76.034594,768.0,19.5,63.1,124.1,0.63,0.368,0.364,1603.4,671.7,1340.2,0.576,0.894,40.4,MEDIUM,97,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0055,Achooranam,Wayanad,Vythiri,DEMO-01-03,DEMO-01/59,3,4869.5,0.487,Residential,11.5560752,76.0358954,764.9,38.0,209.5,396.7,0.91,0.273,0.691,486.7,397.7,95.0,0.41,0.708,61.5,HIGH,238,NOT_RECOMMENDED_UNDER_DEMO_MODEL,High caution / prioritize mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0056,Achooranam,Wayanad,Vythiri,DEMO-01-09,DEMO-01/270,3,4695.6,0.4696,Mixed,11.5562235,76.0370169,745.2,28.6,125.4,615.6,0.32,0.108,0.475,2025.7,299.5,1081.7,0.02,0.51,40.7,MEDIUM,102,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0057,Achooranam,Wayanad,Vythiri,DEMO-01-14,DEMO-01/303,1,4515.9,0.4516,Plantation,11.556068,76.0379609,1101.2,30.4,47.3,535.3,0.46,0.832,0.491,1165.2,996.5,1772.8,0.369,0.72,50.9,HIGH,182,NOT_RECOMMENDED_UNDER_DEMO_MODEL,High caution / prioritize mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0058,Achooranam,Wayanad,Vythiri,DEMO-01-03,DEMO-01/398,5,5645.5,0.5646,Forest-fringe,11.5563409,76.0394687,1292.2,32.7,158.1,368.9,0.43,0.192,0.696,764.7,233.7,799.3,0.273,0.897,50.7,HIGH,179,NOT_RECOMMENDED_UNDER_DEMO_MODEL,High caution / prioritize mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0059,Achooranam,Wayanad,Vythiri,DEMO-01-19,DEMO-01/935,1,1009.8,0.101,Plantation,11.5563021,76.040462,1139.1,7.3,104.7,418.7,0.34,0.366,0.314,609.7,808.8,294.9,0.521,0.478,32.2,MEDIUM,28,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0060,Achooranam,Wayanad,Vythiri,DEMO-01-17,DEMO-01/982,5,5966.4,0.5966,Mixed,11.5560347,76.041722,879.2,17.1,180.0,515.1,0.54,0.59,0.323,2441.8,147.9,1565.4,0.648,0.379,46.8,MEDIUM,155,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0061,Achooranam,Wayanad,Vythiri,DEMO-01-01,DEMO-01/264,8,1874.8,0.1875,Residential,11.5561026,76.0429505,825.2,12.4,57.5,141.3,0.0,0.126,0.199,888.7,532.8,469.2,0.529,0.596,24.9,LOW,4,CANDIDATE_FOR_FURTHER_ASSESSMENT,Normal monitoring,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0062,Achooranam,Wayanad,Vythiri,DEMO-01-13,DEMO-01/148,7,695.7,0.0696,Residential,11.5562018,76.0437112,1253.8,37.3,125.9,446.6,0.72,0.76,0.598,996.1,97.9,1354.8,0.531,0.89,59.9,HIGH,232,NOT_RECOMMENDED_UNDER_DEMO_MODEL,High caution / prioritize mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0063,Achooranam,Wayanad,Vythiri,DEMO-01-02,DEMO-01/436,2,2002.4,0.2002,Forest-fringe,11.5560767,76.0449732,1220.4,29.3,43.8,391.7,0.03,0.151,0.714,965.6,742.4,1580.6,0.176,0.375,42.3,MEDIUM,120,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0064,Achooranam,Wayanad,Vythiri,DEMO-01-04,DEMO-01/33,4,2967.9,0.2968,Mixed,11.5563834,76.0463722,705.3,33.5,102.7,482.7,0.18,0.444,0.774,1912.7,796.0,1342.1,0.241,0.473,54.5,HIGH,208,NOT_RECOMMENDED_UNDER_DEMO_MODEL,High caution / prioritize mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0065,Achooranam,Wayanad,Vythiri,DEMO-01-04,DEMO-01/89,5,7583.1,0.7583,Forest-fringe,11.556333,76.0471955,812.8,22.7,205.5,477.9,0.65,0.341,0.609,289.2,1016.4,477.5,0.044,0.411,53.2,HIGH,199,NOT_RECOMMENDED_UNDER_DEMO_MODEL,High caution / prioritize mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0066,Achooranam,Wayanad,Vythiri,DEMO-01-07,DEMO-01/987,8,5474.8,0.5475,Mixed,11.556482,76.0486218,834.0,11.0,95.9,587.5,1.22,0.803,0.25,1348.6,1178.7,342.1,0.049,0.635,40.7,MEDIUM,102,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0067,Achooranam,Wayanad,Vythiri,DEMO-01-05,DEMO-01/777,1,2558.3,0.2558,Residential,11.5563621,76.0497962,1189.2,33.5,188.6,211.8,0.58,0.303,0.73,1127.3,709.8,1013.6,0.615,0.425,58.1,HIGH,226,NOT_RECOMMENDED_UNDER_DEMO_MODEL,High caution / prioritize mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0068,Achooranam,Wayanad,Vythiri,DEMO-01-02,DEMO-01/516,9,1913.7,0.1914,Forest-fringe,11.556357,76.0507584,821.3,35.8,142.0,560.6,0.62,0.495,0.549,2440.7,183.5,204.2,0.492,0.816,51.0,HIGH,183,NOT_RECOMMENDED_UNDER_DEMO_MODEL,High caution / prioritize mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0069,Achooranam,Wayanad,Vythiri,DEMO-01-13,DEMO-01/266,2,7864.4,0.7864,Agriculture,11.5561042,76.0518467,1232.0,23.3,81.2,370.1,0.38,0.35,0.558,780.0,875.4,254.9,0.511,0.614,41.1,MEDIUM,110,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0070,Achooranam,Wayanad,Vythiri,DEMO-01-09,DEMO-01/614,1,839.7,0.084,Residential,11.5564435,76.0529498,890.0,28.7,118.9,506.8,0.59,0.723,0.606,966.8,141.2,1601.0,0.11,0.54,56.8,HIGH,221,NOT_RECOMMENDED_UNDER_DEMO_MODEL,High caution / prioritize mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0071,Achooranam,Wayanad,Vythiri,DEMO-01-11,DEMO-01/785,7,5850.7,0.5851,Residential,11.5560902,76.0544832,893.4,13.6,196.0,526.6,0.04,0.123,0.204,369.5,519.8,1596.1,0.563,0.541,38.1,MEDIUM,74,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0072,Achooranam,Wayanad,Vythiri,DEMO-01-05,DEMO-01/795,1,6109.5,0.611,Agriculture,11.5563245,76.0555389,915.9,23.3,185.4,604.6,0.51,0.199,0.424,286.8,432.9,437.2,0.572,0.491,46.5,MEDIUM,154,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0073,Achooranam,Wayanad,Vythiri,DEMO-01-19,DEMO-01/804,6,5748.5,0.5748,Mixed,11.556189,76.0565343,1041.8,12.6,43.4,142.2,0.6,0.396,0.209,1094.0,631.0,1597.9,0.446,0.336,32.8,MEDIUM,33,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0074,Achooranam,Wayanad,Vythiri,DEMO-01-13,DEMO-01/532,6,5688.9,0.5689,Forest-fringe,11.5561969,76.0574841,1014.4,32.7,56.9,313.6,0.46,0.48,0.626,685.9,180.5,911.6,0.245,0.647,49.1,MEDIUM,168,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0075,Achooranam,Wayanad,Vythiri,DEMO-01-15,DEMO-01/606,5,5391.1,0.5391,Mixed,11.5563156,76.0586956,998.8,14.7,55.5,486.8,0.49,0.522,0.253,1865.1,166.3,108.3,0.434,0.476,30.5,MEDIUM,19,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0076,Achooranam,Wayanad,Vythiri,DEMO-01-04,DEMO-01/82,4,1696.6,0.1697,Mixed,11.557542,76.0314952,1115.3,10.1,117.3,605.2,0.12,0.142,0.275,1800.2,43.4,1642.1,0.115,0.393,28.6,MEDIUM,9,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0077,Achooranam,Wayanad,Vythiri,DEMO-01-17,DEMO-01/305,1,1558.4,0.1558,Agriculture,11.5576601,76.0326091,984.7,14.7,99.3,143.0,0.07,0.203,0.475,2405.9,590.7,361.9,0.402,0.454,31.6,MEDIUM,22,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0078,Achooranam,Wayanad,Vythiri,DEMO-01-09,DEMO-01/562,9,5603.5,0.5604,Agriculture,11.5576769,76.0333344,946.4,30.8,40.6,402.6,0.61,0.107,0.585,2373.5,318.6,409.7,0.144,0.535,37.2,MEDIUM,61,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0079,Achooranam,Wayanad,Vythiri,DEMO-01-17,DEMO-01/748,5,7695.7,0.7696,Forest-fringe,11.5574691,76.0346489,970.2,18.3,40.5,608.0,0.72,0.645,0.386,511.2,300.8,1446.7,0.304,0.346,43.6,MEDIUM,128,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0080,Achooranam,Wayanad,Vythiri,DEMO-01-17,DEMO-01/330,4,6927.6,0.6928,Forest-fringe,11.557475,76.0357816,800.9,35.1,102.7,430.4,0.89,0.666,0.555,1711.7,490.9,513.8,0.577,0.857,55.4,HIGH,214,NOT_RECOMMENDED_UNDER_DEMO_MODEL,High caution / prioritize mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0081,Achooranam,Wayanad,Vythiri,DEMO-01-04,DEMO-01/57,1,7318.5,0.7318,Residential,11.5572699,76.036934,1163.2,5.2,217.8,346.0,0.61,0.308,0.235,1322.8,940.8,1739.9,0.045,0.613,37.7,MEDIUM,68,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0082,Achooranam,Wayanad,Vythiri,DEMO-01-05,DEMO-01/773,6,1669.4,0.1669,Mixed,11.557347,76.0381521,1065.7,5.6,180.1,415.9,1.17,0.745,0.218,2097.5,383.3,1039.0,0.248,0.311,42.1,MEDIUM,118,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-01-0083,Achooranam,Wayanad,Vythiri,DEMO-01-11,DEMO-01/29,8,2068.2,0.2068,Residential,11.5574941,76.0390272,1289.5,37.3,38.0,330.4,0.3,0.022,0.677,2043.0,282.7,484.1,0.559,0.261,39.2,MEDIUM,86,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
